epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,20054.3,0.7585,0.46692,0.8754,0.82575,0.81129,0.84874,0.63231,0.84187,0.49634,0.89137,0.0010405,0.0010405,0.0010405
183,20162.1,0.74826,0.46123,0.87512,0.82626,0.81133,0.84898,0.6325,0.84272,0.49874,0.89143,0.000991,0.000991,0.000991
184,20270.1,0.75545,0.4644,0.8765,0.82689,0.8115,0.84883,0.63387,0.84134,0.49552,0.8914,0.0009415,0.0009415,0.0009415
185,20378.2,0.75248,0.46263,0.87379,0.82763,0.81181,0.84937,0.63502,0.84169,0.49742,0.89159,0.000892,0.000892,0.000892
186,20486,0.74665,0.45953,0.87384,0.8309,0.80824,0.8495,0.63546,0.84319,0.49754,0.89155,0.0008425,0.0008425,0.0008425
187,20594.1,0.74459,0.45709,0.87247,0.83483,0.80844,0.84974,0.63509,0.84307,0.49714,0.89169,0.000793,0.000793,0.000793
188,20701.9,0.74086,0.45739,0.87383,0.83418,0.80839,0.84943,0.63513,0.84321,0.49766,0.89173,0.0007435,0.0007435,0.0007435
189,20809.7,0.7438,0.45682,0.87258,0.83268,0.80729,0.84878,0.63507,0.84308,0.49676,0.89172,0.000694,0.000694,0.000694
190,20917.6,0.74459,0.45824,0.87185,0.83325,0.80793,0.84971,0.63553,0.84325,0.49753,0.89168,0.0006445,0.0006445,0.0006445
191,21023.2,0.73763,0.44213,0.86673,0.83372,0.80738,0.85018,0.63569,0.84312,0.49735,0.89184,0.000595,0.000595,0.000595
192,21128,0.71691,0.43232,0.86172,0.8364,0.80731,0.85092,0.63586,0.84298,0.4975,0.89166,0.0005455,0.0005455,0.0005455
193,21232.7,0.71282,0.4299,0.86165,0.83309,0.80775,0.85082,0.63552,0.84334,0.49736,0.89156,0.000496,0.000496,0.000496
194,21337.5,0.70906,0.42656,0.85809,0.83173,0.80829,0.85082,0.63538,0.84285,0.49742,0.89147,0.0004465,0.0004465,0.0004465
195,21442.3,0.70429,0.42525,0.85921,0.82898,0.8077,0.84787,0.63512,0.84354,0.49759,0.89153,0.000397,0.000397,0.000397
196,21547,0.70144,0.4238,0.85775,0.83344,0.80662,0.84888,0.63473,0.84312,0.49687,0.89128,0.0003475,0.0003475,0.0003475
197,21651.7,0.70008,0.42226,0.85826,0.83243,0.80643,0.8479,0.63486,0.84356,0.49706,0.89134,0.000298,0.000298,0.000298
198,21756.4,0.69742,0.42048,0.85598,0.83243,0.8066,0.84829,0.63506,0.84268,0.49656,0.89105,0.0002485,0.0002485,0.0002485
199,21861.2,0.6964,0.42191,0.85556,0.83464,0.80469,0.84779,0.63472,0.84211,0.49702,0.89117,0.000199,0.000199,0.000199
200,21965.9,0.69444,0.41935,0.85573,0.83767,0.80695,0.85091,0.63466,0.84185,0.49624,0.89089,0.0001495,0.0001495,0.0001495
